Area.Name	Area.ID	Park.Name	Park.ID	Squirrel.ID	Primary.Fur.Color	Highlights.in.Fur.Color	Color.Notes	Location	Above.Ground..Height.in.Feet.	Specific.Location	Activities	Interactions.with.Humans	Other.Notes.or.Observations	Squirrel.Latitude..DD.DDDDDD.	Squirrel.Longitude...DD.DDDDDD.
CENTRAL MANHATTAN	B	Tompkins Square Park	11	B-11-55	Gray	Gray	NA	Specific Location	NA	Tree	Climbing	NA	NA	NA	NA
CENTRAL MANHATTAN	B	Tompkins Square Park	11	B-11-56	Gray	Gray	NA	Specific Location	NA	Tree	Climbing	NA	NA	NA	NA
CENTRAL MANHATTAN	B	Tompkins Square Park	11	B-11-57	Gray	Gray	NA	Specific Location	NA	Tree	Climbing	NA	NA	NA	NA
CENTRAL MANHATTAN	B	Tompkins Square Park	11	B-11-58	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	NA	NA	NA	NA
CENTRAL MANHATTAN	B	Tompkins Square Park	11	B-11-59	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	NA	NA	NA	NA
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-01	Cinnamon	Cinnamon	NA	Ground Plane	NA	NA	Climbing	Friendly	NA	40.735981	-73.99062
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-02	Gray	Gray	NA	Ground Plane	NA	NA	Running, Eating, Foraging	Indifferent	NA	40.735847	-73.990115
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-03	Cinnamon	NA	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.735896	-73.99041
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-04	Gray	NA	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.73579	-73.990738
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-05	Gray	NA	NA	Ground Plane	NA	NA	Digging	Indifferent	NA	40.735941	-73.99063
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-06	Gray	NA	NA	Above Ground, Specific Location	NA	in tree	Climbing	NA	NA	40.73566	-73.990351
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-07	Gray	Cinnamon	Cinnamon tail	Above Ground, Specific Location	NA	in tree	Climbing, Eating	NA	Baby smaller	40.735636	-73.990426
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-08	Gray	Black	NA	NA	NA	NA	Climbing	NA	Baby smaller	40.73566	-73.990351
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-09	Gray	NA	NA	NA	NA	NA	Running, Digging	Runs From	NA	40.735587	-73.990367
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-10	Gray	NA	NA	Ground Plane	NA	NA	Eating, Foraging	Indifferent, Staring	NA	40.73542	-73.990453
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-11	Cinnamon	NA	NA	Ground Plane	NA	NA	Foraging	Indifferent, Runs From (kids)	Ran away from kids and climbed up the tree	40.735514	-73.99033
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-12	Gray	NA	NA	Ground Plane	NA	NA	Eating, Foraging	NA	Big	40.735945	-73.990201
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-13	Cinnamon	NA	NA	NA	NA	NA	Foraging	NA	Big	40.735947	-73.99023
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-14	Gray	NA	NA	Ground Plane	NA	NA	Eating, Foraging	NA	Big and chubby	40.73604	-73.98966
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-15	Gray	NA	NA	Ground Plane	NA	NA	Eating, Foraging	NA	NA	40.73618	-73.990683
CENTRAL MANHATTAN	B	Union Square Park	8	B-08-16	Cinnamon	NA	NA	Ground Plane	NA	NA	Eating, Foraging	NA	NA	40.736298	-73.990559
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-01	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	Sun	40.730703	-73.995821
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-02	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.730638	-73.995784
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-03	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.730528	-73.995891
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-04	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.730394	-73.996009
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-05	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730341	-73.996052
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-06	Gray	NA	NA	NA	NA	NA	NA	Indifferent	People eating at bench with dog	40.7303	-73.996106
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-07	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730247	-73.996175
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-08	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730231	-73.996138
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-09	Gray	Gray	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.730223	-73.996132
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-10	Gray	NA	NA	NA	NA	NA	NA	Indifferent	Shady	40.730077	-73.996277
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-11	Gray	Gray	NA	Above Ground	20	NA	Nesting	Indifferent	In squirrel house (pic). Someone is trying to feed squirrel in house.	NA	NA
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-12	Gray	Gray	NA	Above Ground	25	NA	Climbing	Indifferent	NA	NA	NA
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-13	Gray	NA	NA	Ground Plane	NA	NA	Chasing	Indifferent	Chasing #15	NA	NA
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-14	Gray	NA	NA	Above Ground, Specific Location	15	in tree	Eating	Indifferent	NA	NA	NA
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-15	Gray	NA	NA	NA	NA	NA	Chasing	Indifferent	Being chased by #13	40.729858	-73.996843
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-16	Gray	NA	NA	NA	NA	NA	Chasing	Indifferent	NA	40.72985	-73.996778
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-17	Gray	NA	NA	NA	NA	NA	Chasing	Indifferent	NA	40.729822	-73.996816
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-18	Gray	NA	NA	NA	NA	NA	Chasing	Indifferent	NA	40.729809	-73.996762
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-19	Gray	NA	NA	NA	NA	NA	Chasing	Indifferent	NA	40.729939	-73.997068
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-20	Gray	NA	NA	Ground Plane	NA	NA	NA	Indifferent	NA	40.729976	-73.997154
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-21	Gray	NA	NA	Ground Plane	NA	NA	NA	Indifferent	NA	40.72996	-73.997079
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-22	Gray	NA	NA	Ground Plane	NA	NA	NA	Indifferent	NA	40.729927	-73.997036
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-23	Gray	NA	NA	Ground Plane	NA	NA	NA	Indifferent	NA	40.729988	-73.997106
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-24	Gray	NA	NA	Ground Plane	NA	NA	NA	Indifferent	NA	40.72998	-73.997031
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-25	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730318	-73.997213
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-26	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730301	-73.997251
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-27	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730334	-73.997589
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-28	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730411	-73.997589
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-29	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730395	-73.997535
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-30	Gray	NA	NA	Above Ground, Specific Location	NA	tree	NA	Indifferent	NA	40.730411	-73.997766
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-31	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.731031	-73.999122
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-32	Gray	NA	NA	Above Ground, Specific Location	NA	in tree high	NA	Indifferent	NA	40.731504	-73.998977
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-33	Gray	NA	NA	Above Ground, Specific Location	NA	in tree high	NA	Indifferent	NA	40.731548	-73.998842
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-34	Gray	NA	NA	Above Ground, Specific Location	NA	in tree high	NA	Indifferent	NA	40.731608	-73.998928
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-35	Gray	NA	NA	Above Ground, Specific Location	NA	in tree high	NA	Indifferent	NA	40.731503	-73.999014
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-36	Gray	NA	NA	Above Ground, Specific Location	NA	tree canopy, low down	NA	Indifferent	NA	40.731552	-73.998788
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-37	Gray	NA	NA	Above Ground, Specific Location	NA	tree high	NA	Indifferent	NA	40.731952	-73.998647
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-38	Gray	NA	NA	Above Ground, Specific Location	NA	tree high	NA	Indifferent	NA	40.731936	-73.998598
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-39	Gray	NA	NA	Above Ground, Specific Location	NA	tree low	NA	Indifferent	NA	40.732001	-73.998491
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-40	Gray	NA	NA	Ground Plane	NA	NA	Foraging	Indifferent	Busy area	40.731974	-73.998482
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-41	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.731861	-73.998122
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-42	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.731804	-73.997999
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-43	Gray	NA	NA	Above Ground, Specific Location	NA	tree	NA	Indifferent	NA	40.731747	-73.997859
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-44	Gray	NA	NA	Above Ground, Specific Location	NA	tree	NA	Indifferent	NA	40.731665	-73.997747
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-45	Gray	NA	NA	Above Ground, Specific Location	NA	tree	NA	Indifferent	NA	40.731548	-73.99758
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-46	Gray	NA	NA	Above Ground, Specific Location	NA	tree high	NA	Indifferent	NA	40.731389	-73.997231
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-47	Gray	NA	NA	NA	NA	NA	NA	Indifferent	Sun	40.7312	-73.996805
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-48	Gray	NA	NA	Above Ground, Specific Location	NA	small tree	NA	Indifferent	NA	40.731119	-73.996655
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-49	Gray	NA	NA	Specific Location	NA	on bench	NA	Indifferent	NA	40.731103	-73.996601
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-50	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.73092	-73.996242
CENTRAL MANHATTAN	B	Washington Square Park	10	B-10-51	Gray	NA	NA	NA	NA	NA	NA	Indifferent	NA	40.730782	-73.996017
LOWER MANHATTAN	C	Battery Park	20	C-20-01	Gray	Cinnamon	NA	Above Ground	5	NA	NA	Interested in	5 all together being fed by humans	40.704053	-74.01612
LOWER MANHATTAN	C	Battery Park	20	C-20-02	Gray	Cinnamon, White	NA	Specific Location	NA	on fencing	Climbing, Balancing on fencing	NA	5 all together being fed by humans - Hungry	40.704011	-74.016134
LOWER MANHATTAN	C	Battery Park	20	C-20-03	Gray	Cinnamon, White	NA	Ground Plane	NA	NA	NA	Indifferent	5 all together being fed by humans, Had a ton of leaves in his mouth for several minutes	40.703897	-74.016118
LOWER MANHATTAN	C	Battery Park	20	C-20-04	NA	NA	NA	Ground Plane	NA	NA	NA	Cautious of	5 all together being fed by humans	40.703885	-74.016161
LOWER MANHATTAN	C	Battery Park	20	C-20-05	Gray	Cinnamon, White	NA	Specific Location	NA	on fencing	NA	NA	5 all together being fed by humans	40.703848	-74.016134
LOWER MANHATTAN	C	Battery Park	20	C-20-06	Cinnamon	Gray, White	NA	Ground Plane	NA	NA	Chillin', Rubbing butt on ground	NA	Seems left out	40.703882	-74.015955
LOWER MANHATTAN	C	Battery Park	20	C-20-07	Cinnamon	White	NA	Ground Plane	NA	NA	Running	Runs From	NA	40.704211	-74.015859
LOWER MANHATTAN	C	Battery Park	20	C-20-08	Gray	White	NA	Ground Plane	NA	NA	Foraging	NA	Obviously a couple with #9	40.704142	-74.015837
LOWER MANHATTAN	C	Battery Park	20	C-20-09	Gray	White	NA	Ground Plane	NA	NA	Foraging	NA	Obviously a couple with #8	40.704175	-74.015306
LOWER MANHATTAN	C	Battery Park	20	C-20-10	Gray	Cinnamon, White	NA	Ground Plane	NA	NA	Running	Indifferent	Skinny with tiny ears	40.704171	-74.015242
LOWER MANHATTAN	C	Battery Park	20	C-20-11	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.704468	-74.014774
LOWER MANHATTAN	C	Battery Park	20	C-20-12	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.704453	-74.014757
LOWER MANHATTAN	C	Battery Park	20	C-20-13	Gray	White	NA	Ground Plane	NA	NA	Eating	Indifferent	NA	40.70442	-74.014741
LOWER MANHATTAN	C	Battery Park	20	C-20-14	Gray	Cinnamon	NA	Above Ground, Specific Location	10	in tree	Sticking out of a tree	Indifferent	NA	40.704188	-74.014853
LOWER MANHATTAN	C	Battery Park	20	C-20-15	Gray	White	White bellies	NA	NA	NA	Chasing	NA	Flirty, chasing #16, also eating urban farm debris	40.70352	-74.015273
LOWER MANHATTAN	C	Battery Park	20	C-20-16	Gray	White	White bellies	NA	NA	NA	Chasing	NA	Flirty, being chased by #15, also eating urban farm debris	40.703487	-74.015278
LOWER MANHATTAN	C	Battery Park	20	C-20-17	Gray	White	NA	NA	NA	NA	Hangin' with #13 & #14	NA	NA	40.703989	-74.015202
LOWER MANHATTAN	C	Battery Park	20	C-20-18	Gray	NA	NA	Ground Plane	NA	NA	NA	NA	Looks like he has a patch of fur missing on his back	40.703383	-74.015584
LOWER MANHATTAN	C	Battery Park	20	C-20-19	Gray	Cinnamon	NA	Above Ground	2	NA	Climbing (tree)	NA	NA	40.70295	-74.015813
LOWER MANHATTAN	C	Battery Park	20	C-20-20	Cinnamon	NA	NA	Ground Plane	NA	NA	NA	NA	NA	40.702934	-74.015775
LOWER MANHATTAN	C	Battery Park	20	C-20-21	Gray	White	NA	Above Ground, Specific Location	20	in a tree	Snacking in a tree	NA	NA	40.702922	-74.016629
LOWER MANHATTAN	C	Battery Park	20	C-20-22	Cinnamon	NA	NA	Specific Location	NA	on a bench	NA	NA	NA	40.702411	-74.015896
LOWER MANHATTAN	C	Battery Park	20	C-20-23	Gray	NA	NA	NA	NA	NA	Prancing about	NA	NA	40.702313	-74.015644
LOWER MANHATTAN	C	Battery Park	20	C-20-24	Gray	Cinnamon	NA	Specific Location	NA	on fence	Climbing fence	NA	NA	40.702467	-74.015757
LOWER MANHATTAN	C	Battery Park	20	C-20-25	Gray	Cinnamon	NA	Above Ground, Specific Location	15	in a tree	NA	NA	NA	40.702597	-74.016132
LOWER MANHATTAN	C	Battery Park	20	C-20-26	Gray	Cinnamon	NA	Specific Location	NA	on fence	Climbing fence	NA	NA	40.702618	-74.016556
LOWER MANHATTAN	C	City Hall Park	19	C-19-01	Gray	White	NA	Ground Plane	NA	NA	Foraging	NA	NA	40.712828	-74.005072
LOWER MANHATTAN	C	City Hall Park	19	C-19-02	Gray	NA	NA	Above Ground	NA	NA	Climbing	NA	Chasing #3 up the tree	40.712938	-74.005152
LOWER MANHATTAN	C	City Hall Park	19	C-19-03	Gray	NA	NA	Above Ground	NA	NA	Climbing	NA	Chasing #2 up the tree	40.712938	-74.005152
LOWER MANHATTAN	C	City Hall Park	19	C-19-04	Gray	Cinnamon, White	NA	Ground Plane	NA	NA	Eating, Burying	Approaches	Very chubby cinnamon squirrel got peanuts from humans and buried them in leaves	40.712893	-74.005233
LOWER MANHATTAN	C	City Hall Park	19	C-19-05	Gray	Cinnamon, White	NA	Ground Plane	NA	NA	Eating, Burying	Approaches	Couldn't find a good spot to bury theirs (peanuts from humans)	40.712893	-74.005233
LOWER MANHATTAN	C	City Hall Park	19	C-19-06	Gray	Cinnamon	NA	Ground Plane	NA	NA	Eating	Approaches	Being fed by people	40.712922	-74.005147
LOWER MANHATTAN	C	City Hall Park	19	C-19-07	Gray	Cinnamon	NA	Ground Plane	NA	NA	Eating	Approaches	Being fed by people	40.712922	-74.005147
LOWER MANHATTAN	C	City Hall Park	19	C-19-08	Gray	White	Very distinct white outlines on ears and ring around tail	Ground Plane	NA	NA	Eating	Approaches	Came out to get peanut from human	40.713044	-74.005404
LOWER MANHATTAN	C	City Hall Park	19	C-19-09	Gray	Gray	NA	Above Ground	5	NA	Climbing, Foraging	Indifferent, Runs From	Perched in a bush, watched us and scampered off to eat - very little squirrel	40.712836	-74.005662
LOWER MANHATTAN	C	City Hall Park	19	C-19-10	Gray	White	NA	Ground Plane, Specific Location	NA	on City Hall back steps	Running	Indifferent	NA	40.712881	-74.005823
LOWER MANHATTAN	C	City Hall Park	19	C-19-11	Gray	Cinnamon, White	NA	Ground Plane, Specific Location	NA	by back steps of City Hall	Eating, Foraging	Indifferent	Found something to eat buried in leaves and then looked for more	40.712995	-74.005963
LOWER MANHATTAN	C	City Hall Park	19	C-19-12	Gray	White	NA	Ground Plane	NA	NA	Very carefully watching a cat	Indifferent	NA	40.713044	-74.006242
LOWER MANHATTAN	C	City Hall Park	19	C-19-13	Gray	NA	NA	Above Ground	30	NA	Chattering	Indifferent	High up in a tree, lots of talking	40.713276	-74.006323
LOWER MANHATTAN	C	City Hall Park	19	C-19-14	Gray	White	NA	Ground Plane	NA	NA	Eating (nuts), Foraging	Approaches, Runs From	NA	40.713339	-74.006313
LOWER MANHATTAN	C	City Hall Park	19	C-19-15	Gray	White	NA	Ground Plane	NA	NA	Running	NA	Very active, darting around	40.713518	-74.006308
LOWER MANHATTAN	C	City Hall Park	19	C-19-16	Gray	White	Lots of white!	Above Ground	3	NA	Climbing, Foraging	Watching	Perched on knot of tree, watching us, then started foraging	40.71312	-74.006862
LOWER MANHATTAN	C	City Hall Park	19	C-19-17	Gray	White	NA	Ground Plane	NA	NA	Eating, Foraging	Indifferent	Successfully finding buried food	40.712872	-74.006878
LOWER MANHATTAN	C	City Hall Park	19	C-19-18	Gray	White	NA	Ground Plane	NA	NA	Eating, Foraging	Indifferent	Rolling around in loose dirt with a "swimming" motion	40.712872	-74.006878
LOWER MANHATTAN	C	Columbus Park	16	C-16-01	Gray	Cinnamon	Cinnamon streak down back	Ground Plane			Climbing, Eating, Foraging	Approaches	Boy, Alert lots of basketball close by	40.714867	-74.000236
LOWER MANHATTAN	C	Columbus Park	16	C-16-02	Gray	Cinnamon		Ground Plane			Running, Foraging			40.7159	-74.000167
LOWER MANHATTAN	C	Columbus Park	16	C-16-03	Gray			Above Ground	25			Indifferent	Nibbling on branches	40.714875	-74.000346
LOWER MANHATTAN	C	Columbus Park	16	C-16-04	Gray			Above Ground	35		Climbing	Approaches	Patchy�bald spots	40.715779	-73.999887
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-01	Gray	NA	NA	Above Ground	20	NA	Running, Climbing, Eating	Runs From	Frantically zig-zagging whilst clutching a mid-afternoon snack	40.712159	-73.979415
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-02	Gray	NA	NA	NA	NA	NA	Eating, Foraging	Indifferent	Digging in leaves carelessly	40.712199	-73.979519
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-03	Gray	NA	NA	NA	NA	NA	NA	NA	Multiple nut dives into the leaves; mostly successful	40.712118	-73.97968
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-04	Gray	Cinnamon	NA	NA	NA	NA	NA	NA	Playing tag with #5	40.712179	-73.979776
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-05	Gray	Cinnamon	NA	NA	NA	NA	NA	NA	Playing tag with #4	40.712216	-73.979857
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-06	Gray	NA	NA	Above Ground	15	NA	Ear scratching	NA	NA	40.712224	-73.979669
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-07	Gray	NA	NA	Above Ground	25	NA	NA	NA	NA	40.71224	-73.979744
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-08	Gray	NA	NA	NA	NA	NA	Frolicking	NA	Leaping from branch to branch	40.711927	-73.979658
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-09	Gray	Cinnamon	NA	Above Ground	8	NA	Running, Climbing, Scratching	NA	Meandering among the branches	40.711866	-73.97976
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-10	Gray	Gray	NA	Above Ground	8	NA	Running, Climbing	Approaches	Came by to make sure we had proper Sighter buttons, looks like a Gerald	40.71174	-73.980539
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-11	Gray	White	NA	Specific Location	NA	Handrail	Posing	Approaches	Timidly approached but ran from a passing pooch	40.711442	-73.978354
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-12	Gray	NA	NA	Above Ground	15	NA	Guarding	Defensive	Very upset that we spotted him accessing his tree-hole stash	40.711316	-73.978343
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-13	Gray	Black	NA	Ground Plane, Above Ground	30	NA	Running, Chasing, Climbing	NA	#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog	40.711417	73.977767
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-14	Gray	Black	NA	Ground Plane, Above Ground	30	NA	Running, Chasing, Climbing	NA	#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog	40.711421	-73.977692
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-15	Gray	Black	NA	Ground Plane, Above Ground	30	NA	Running, Chasing, Climbing	NA	#13, #14 & #15: Scattering and teasing a Shih Tzu that chased them, runs from dog	40.711409	-73.977719
LOWER MANHATTAN	C	Corlears Hook Park	15	C-15-16	Cinnamon	NA	NA	Above Ground	20â€“30	NA	Foraging	Indifferent	So curious! A unique color and thirst for the unknown.	40.711303	-73.97759
LOWER MANHATTAN	C	Seward Park	14	C-14-01	Gray	Cinnamon, White	NA	Ground Plane	NA	NA	Eating	Runs From	NA	40.715415	-73.989567
LOWER MANHATTAN	C	Seward Park	14	C-14-02	Gray	Cinnamon	NA	Ground Plane	NA	NA	Eating	Indifferent	Bushier and plump, big tail	40.715484	-73.989299
LOWER MANHATTAN	C	Seward Park	14	C-14-03	Gray	Cinnamon	NA	Ground Plane	NA	NA	Foraging	Runs From	NA	40.714749	-73.989577
LOWER MANHATTAN	C	Seward Park	14	C-14-04	Gray	Cinnamon	NA	Ground Plane	NA	NA	Climbing	Approaches	Looking to us for food! Climbed tree when we did not have any to give.	40.71468	-73.989776
LOWER MANHATTAN	C	Seward Park	14	C-14-05	Gray	Cinnamon	Cinnamon tail	Ground Plane, Above Ground	9	NA	Climbing, Foraging	Approaches	Skinny tail, lots of digging, found an acorn and is eating	40.714846	-73.989679
LOWER MANHATTAN	C	Seward Park	14	C-14-06	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running, Chasing	Indifferent	Medium bushy, maybe a little younger, agile, sprightly	40.715033	-73.989609
LOWER MANHATTAN	C	Seward Park	14	C-14-07	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running, Chasing	Indifferent	Too quick	40.715208	-73.989534
LOWER MANHATTAN	C	Teardrop Park	18	C-18-01	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running, Eating (or pretending to eat)	Runs From	Ran up tree and down tree, tail vibration â€” not a flag or twitch, kuk sound	40.716335	-74.015612
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-01	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.85941	-73.933936
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-02	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	Looks skinny	40.859436	-73.933937
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-03	Gray	White	NA	Ground Plane	NA	NA	Eating, Digging something	Indifferent	NA	40.859416	-73.933894
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-04	Gray	White	NA	Ground Plane	NA	NA	Running	Indifferent	NA	40.859418	-73.933895
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-05	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running, Eating	Indifferent	She left food	40.859493	-73.93359
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-06	Gray	Cinnamon	NA	Ground Plane	NA	NA	Climbing	Indifferent	NA	40.860825	-73.932871
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-07	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.860225	-73.933143
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-08	Black	Gray	NA	Above Ground	10	NA	Climbing	Runs From	NA	40.859965	-73.933412
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-09	Gray	White	NA	Ground Plane	NA	NA	Foraging	Indifferent	NA	40.859892	-73.933326
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-10	Gray	White	NA	Ground Plane	NA	NA	Eating, Digging	Indifferent	NA	40.859636	-73.933717
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-11	Gray	Black	NA	Ground Plane	NA	NA	Eating, Digging	Indifferent	was intimidated by a dog	40.859576	-73.933738
UPPER MANHATTAN	A	Fort Tryon Park	1	A-01-12	Gray	White	NA	Ground Plane	NA	NA	Running	Runs From	NA	40.859989	-73.934544
UPPER MANHATTAN	A	Highbridge Park	3	A-03-01	Gray	Cinnamon	NA	Above Ground, Specific Location	2	in tree	Chasing, Climbing	Watches us from tree	#1 and #2 chasing each other	40.841178	-73.935482
UPPER MANHATTAN	A	Highbridge Park	3	A-03-02	Gray	White	NA	Above Ground, Specific Location	2	in tree	Chasing, Climbing, Eating	Runs From	#1 and #2 chasing each other	40.841204	-73.935434
UPPER MANHATTAN	A	Highbridge Park	3	A-03-03	Gray	White	NA	Above Ground, Specific Location	2	in tree	Running	NA	NA	40.841212	-73.934827
UPPER MANHATTAN	A	Highbridge Park	3	A-03-04	Gray	White	NA	Above Ground	3	NA	Climbing	NA	NA	40.841217	-73.934714
UPPER MANHATTAN	A	Highbridge Park	3	A-03-05	Gray	Cinnamon	NA	Ground Plane	NA	NA	Running	Runs From	#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground	40.841359	-73.934339
UPPER MANHATTAN	A	Highbridge Park	3	A-03-06	Gray	Gray	NA	Above Ground, Specific Location	2	in tree	Running	Runs From, watchful	#5, #6 & #7 together in shrub area to East, a lot of acorns and Corona bottle caps on ground	40.841375	-73.934242
